,50,100,500,1000,2500,5000,7500,10000,15000,20000
Classic,0.6733333333333333,0.64,0.6733333333333333,0.7,0.71,0.72,0.7466666666666667,0.7366666666666667,0.7233333333333333,0.7366666666666667
Custom,0.64,0.6766666666666666,0.7033333333333334,0.7266666666666667,0.7266666666666667,0.71,0.73,0.6966666666666667,0.73,0.7366666666666667
