,50,100,500,1000,2500,5000,7500,10000,15000,20000
Classic,0.7457142857142857,0.7502857142857142,0.7525714285714286,0.7634285714285715,0.7697142857142857,0.7685714285714286,0.7851428571428571,0.7845714285714286,0.784,0.7702857142857142
Custom,0.7291428571428572,0.7274285714285714,0.7308571428571429,0.7497142857142857,0.708,0.7217142857142858,0.708,0.7171428571428571,0.696,0.7102857142857143
