,50,100,500,1000,2500,5000,7500,10000,15000,20000
Classic,0.9474246841593781,0.9535471331389699,0.961418853255588,0.9596695821185617,0.9640427599611273,0.963751214771623,0.9652089407191448,0.9642371234207969,0.9636540330417882,0.96511175898931
Custom,0.9422740524781341,0.9460641399416909,0.9448007774538387,0.9429543245869776,0.9419825072886298,0.9435374149659864,0.9443148688046648,0.9427599611273081,0.9448007774538386,0.9476190476190476
