,50,100,500,1000,2500,5000,7500,10000,15000,20000
Classic,0.9726666666666667,0.9806666666666667,0.98,0.9846666666666667,0.9813333333333334,0.982,0.982,0.9833333333333334,0.986,0.9833333333333334
Custom,0.9786666666666667,0.9826666666666667,0.9826666666666667,0.9786666666666667,0.98,0.9786666666666667,0.9773333333333334,0.976,0.9746666666666667,0.972
